,WB_ID,common_name,transcript,status,description,baseMean,log2FoldChange,padj,N2_CTR_1,N2_CTR_3,N2_CTR_4,N2_HS_1,N2_HS_3,N2_HS_4,change,cat
229,WBGene00007902,,C33D9.9,Live,pseudogene,29.25497446,0.367932051,0.692350138,14.32733129,26.99046366,34.98271653,23.30425845,46.67854281,29.24653405,no_change,
28,WBGene00004240,puf-4,M4.2,Live,pseudogene,4.705714652,0.362260831,0.861886464,3.411269355,6.228568536,2.798617323,9.595871128,1.867141712,4.332819859,no_change,
15,WBGene00003067,lrg-1,F55H2.4,Live,pseudogene,314.3523841,0.360685674,0.476429001,231.9663161,292.050658,302.2506708,201.5132937,362.2254922,496.1078738,no_change,
1383,WBGene00194768,,Y50E8A.19,Live,pseudogene,1.548207398,0.358487596,,4.093523226,0,0,4.112516198,0,1.083204965,no_change,
803,WBGene00019133,,F59H6.2,Live,pseudogene,8.34638172,0.35836371,0.846909689,9.551554193,11.07301073,1.399308661,17.82090352,3.734283425,6.499229788,no_change,
195,WBGene00007078,,AC8.6,Live,pseudogene,5.76867024,0.355860303,0.88628384,6.140284838,0.692063171,8.395851968,0,7.468566849,11.91525461,no_change,
1169,WBGene00044800,,C56A3.9,Live,pseudogene,72.74426665,0.34947649,0.594574702,48.44002484,54.67299049,88.15644566,63.0585817,113.8956445,68.24191278,no_change,
423,WBGene00012924,,Y47D3A.5,Live,pseudogene,51.82004451,0.343892753,0.728132408,73.68341806,25.60633732,37.78133386,19.19174226,69.08424336,85.57319221,no_change,
196,WBGene00007120,,B0250.3,Live,pseudogene,2438.754353,0.343505061,0.412965661,1813.430789,2933.655781,1701.559332,3283.158765,2910.87393,1989.84752,no_change,
879,WBGene00021001,,W03F9.3,Live,pseudogene,58.92500108,0.34205157,0.594856027,41.61748613,49.82854829,65.06785275,71.2836141,46.67854281,79.07396242,no_change,
438,WBGene00013251,,Y57A10A.6,Live,pseudogene,112.0449367,0.331289009,0.525996924,88.01074935,94.12059122,115.4429646,84.99200142,145.6370536,144.0662603,no_change,
222,WBGene00007754,,C27A7.2,Live,pseudogene,1.288742461,0.325725243,,3.411269355,0,0,1.370838733,1.867141712,1.083204965,no_change,
360,WBGene00011608,,T08D2.3,Live,pseudogene,163.0057204,0.316430556,0.425802805,150.7781055,132.8761288,152.5246441,193.2882613,156.8399038,191.7272787,no_change,
1324,WBGene00077594,nhr-151,C06B8.12,Live,pseudogene,41.82267856,0.306431341,0.714121775,60.72059451,24.91427415,26.58686457,41.12516198,46.67854281,50.91063334,no_change,
1263,WBGene00050935,,Y37H2A.16,Live,pseudogene,17.13663412,0.299947492,0.843622457,15.00958516,8.304758049,22.38893858,2.741677465,39.20997596,15.16486951,no_change,
1411,WBGene00219304,,F56D6.16,Live,pseudogene,34.58179213,0.292894445,0.763809157,52.53354806,20.76189512,20.28997559,28.78761339,29.8742674,55.2434532,no_change,
1136,WBGene00044498,,Y59E9AR.10,Live,pseudogene,15.70557467,0.287550224,0.804172918,11.59831581,19.37776878,11.19446929,13.70838733,24.27284226,14.08166454,no_change,
789,WBGene00018699,,F52E1.12,Live,pseudogene,10.08204516,0.280938032,0.904598215,21.14987,0.692063171,5.597234645,23.30425845,0,9.748844682,no_change,
1226,WBGene00045254,,F33E2.8,Live,pseudogene,8.89429963,0.280788016,0.861886464,7.50479258,6.228568536,10.49481496,17.82090352,3.734283425,7.582434753,no_change,
893,WBGene00021342,,Y35H6.3,Live,pseudogene,293.1578197,0.270761259,0.455459523,287.2288797,222.844341,286.8582756,345.4513606,323.0155162,293.5485454,no_change,
1152,WBGene00044700,,T08D2.9,Live,pseudogene,67.92974908,0.266073837,0.699929143,84.59947999,39.44760073,60.86992677,93.21703382,70.95138507,58.49306809,no_change,
32,WBGene00004851,sls-2.19,F36H12.20,Live,pseudogene,24.18332323,0.264302176,0.8167447,19.10310839,35.29522171,11.19446929,32.90012958,33.60855082,12.99845958,no_change,
1329,WBGene00077605,,F36G9.17,Live,pseudogene,1.008038703,0.259049367,,0,0,2.798617323,0,0,3.249614894,no_change,
756,WBGene00017849,,F27B3.7,Live,pseudogene,460.6695717,0.249372934,0.493153634,403.2120377,453.3013768,405.0998575,416.7349747,619.8910485,465.7781348,no_change,
1112,WBGene00044209,,Y32F6A.6,Live,pseudogene,134.0985293,0.249051545,0.661033623,120.7589352,86.50789634,160.9204961,112.4087761,134.4342033,189.5608688,no_change,
900,WBGene00021520,,Y41D4B.18,Live,pseudogene,37.96153693,0.244990795,0.765829579,46.39326322,29.06665317,28.68582756,27.41677465,48.54568452,47.66101845,no_change,
1385,WBGene00194794,,F45B8.5,Live,pseudogene,107.0430862,0.240631565,0.628584908,79.8237029,116.2666127,98.65126062,116.5212923,106.4270776,124.5685709,no_change,
314,WBGene00010271,,F58G1.9,Live,pseudogene,71.47302385,0.238770751,0.779935557,53.21580193,49.82854829,93.05402598,32.90012958,125.0984947,74.74114256,no_change,
198,WBGene00007147,,B0334.9,Live,pseudogene,15.68658163,0.234753196,0.893480152,2.046761613,33.91109537,6.996543307,13.70838733,29.8742674,7.582434753,no_change,
427,WBGene00012975,,Y48A6C.2,Live,pseudogene,82.71043783,0.234697723,0.685709458,86.64624161,71.97456975,69.96543307,111.0379373,63.48281822,93.15562696,no_change,
18,WBGene00003437,msp-42,F26G1.8,Live,pseudogene,106.4146189,0.231423199,0.716462024,78.45919516,120.4189917,94.45333464,65.80025917,149.371337,129.9845958,no_change,
245,WBGene00008350,,CE7X_3.2,Live,pseudogene,20.06950335,0.227512584,0.835458062,18.42085451,13.84126341,23.08859291,31.52929085,20.53855884,12.99845958,no_change,
622,WBGene00014907,fbxa-117,Y51A2A.9,Live,pseudogene,20.74329809,0.224308655,0.834548031,25.24339322,11.07301073,20.98962992,27.41677465,22.40570055,17.33127943,no_change,
793,WBGene00018856,,F55A4.4,Live,pseudogene,13.06878129,0.217872893,0.86573868,8.869300322,14.53332659,12.59377795,15.07922606,18.67141712,8.665639717,no_change,
823,WBGene00019532,,K08D10.9,Live,pseudogene,40.56509379,0.202808327,0.822081435,46.39326322,20.76189512,45.47753149,31.52929085,63.48281822,35.74576383,no_change,
1357,WBGene00077750,,W01B6.11,Live,pseudogene,34.57960256,0.197905393,0.892484113,33.43043968,28.37459,34.98271653,1.370838733,41.07711767,68.24191278,no_change,
280,WBGene00009309,,F32A11.4,Live,pseudogene,30.80353953,0.192457343,0.877310484,30.01917032,40.83172707,14.69274094,26.04593592,63.48281822,9.748844682,no_change,
475,WBGene00013841,fbxa-33,ZC47.9,Live,pseudogene,84.38701373,0.192286678,0.763048394,97.56230354,74.05075927,64.36819842,117.892131,89.62280219,62.82588795,no_change,
1312,WBGene00077568,,C56A3.10,Live,pseudogene,83.12249137,0.166829042,0.814697618,51.85129419,72.66663293,109.8457299,65.80025917,119.4970696,79.07396242,no_change,
927,WBGene00022204,,Y73B3A.2,Live,pseudogene,124.4946496,0.16055884,0.797792596,112.5718887,169.5554768,70.6650874,128.8588409,128.8327782,136.4838256,no_change,
358,WBGene00011599,,T07G12.8,Live,pseudogene,95.07703718,0.148730872,0.843460526,66.86087935,103.8094756,100.0505693,47.97935564,112.0285027,139.7334404,no_change,
660,WBGene00014972,,Y113G7A.t4,Live,pseudogene,3.135499335,0.145780172,0.970916183,0,8.996821219,0,5.48335493,0,4.332819859,no_change,
578,WBGene00014825,,R13.5,Live,pseudogene,0.407952118,0.143577963,,1.364507742,0,0,0,0,1.083204965,no_change,
1137,WBGene00044503,,Y73B6A.6,Live,pseudogene,0.407952118,0.143577963,,1.364507742,0,0,0,0,1.083204965,no_change,
540,WBGene00014746,,F27D4.3,Live,pseudogene,85.51721569,0.137695095,0.853091751,85.28173386,56.05711683,102.8491866,49.35019437,110.161361,109.4037014,no_change,
370,WBGene00011721,,T11G6.7,Live,pseudogene,17.93537698,0.130805298,0.922207747,10.91606193,26.99046366,13.29343228,30.15845212,18.67141712,7.582434753,no_change,
816,WBGene00019439,,K06B9.2,Live,pseudogene,83.65722555,0.127295514,0.844442177,60.03834064,105.8856651,73.46370472,78.13780776,106.4270776,77.99075746,no_change,
1088,WBGene00044040,,F54D5.16,Live,pseudogene,87.03584851,0.12421557,0.838266985,79.14144903,101.0412229,69.26577874,104.1837437,97.09136904,71.49152767,no_change,
1109,WBGene00044171,,Y54E2A.13,Live,pseudogene,0.460426039,0.118820985,,0,0.692063171,0.699654331,1.370838733,0,0,no_change,
1422,WBGene00235119,,R105.4,Live,pseudogene,9.777978717,0.11523341,0.955271875,12.28056968,7.612694878,8.395851968,26.04593592,0,4.332819859,no_change,
679,WBGene00015359,,C02G6.1,Live,pseudogene,124.3005549,0.115096032,0.852521503,138.4975358,118.3428022,101.4498779,186.4340676,97.09136904,103.9876766,no_change,
1448,WBGene00255596,,Y37B11A.8,Live,pseudogene,144.3691814,0.106766507,0.838855019,113.9363964,154.3300871,149.7260268,152.1630993,119.4970696,176.5624092,no_change,
804,WBGene00019134,,F59H6.3,Live,pseudogene,31.77587264,0.099380534,0.912861355,31.38367806,32.52696902,28.68582756,30.15845212,22.40570055,45.49460852,no_change,
1285,WBGene00077443,,Y71A12B.19,Live,pseudogene,34.05483791,0.099260916,0.914025646,23.19663161,42.21585341,32.88375354,41.12516198,41.07711767,23.83050922,no_change,
1260,WBGene00050926,,B0250.11,Live,pseudogene,5.315124759,0.094719992,0.968619696,2.046761613,6.228568536,6.996543307,0,11.20285027,5.416024823,no_change,
1401,WBGene00206459,,Y80D4G.1,Live,pseudogene,212.6026,0.090674406,0.834706368,191.0310839,200.6983195,226.6880031,205.6258099,203.5184466,248.0539369,no_change,
919,WBGene00021995,,Y59E9AL.5,Live,pseudogene,25.68982073,0.08704171,0.934471237,36.84170903,13.14920024,24.48790157,23.30425845,33.60855082,22.74730426,no_change,
608,WBGene00014886,,Y41E3.5,Live,pseudogene,4.990128759,0.078620881,0.968512484,5.458030967,2.768252683,6.296888976,5.48335493,5.601425137,4.332819859,no_change,
1083,WBGene00044015,,K06A4.8,Live,pseudogene,76.34388072,0.070820851,0.917952504,77.77694128,56.74918,88.15644566,80.87948522,97.09136904,57.40986313,no_change,
808,WBGene00019208,lips-14,H17B01.3,Live,pseudogene,32.0038721,0.067914308,0.940866949,40.25297838,24.91427415,28.68582756,43.86683944,26.13998397,28.16332908,no_change,
45,WBGene00005175,srg-18,T01B7.2,Live,pseudogene,0.116609055,0.061227557,,0,0,0.699654331,0,0,0,no_change,
130,WBGene00005812,srw-65,Y38H6C.2,Live,pseudogene,0.115343862,0.061227557,,0,0.692063171,0,0,0,0,no_change,
234,WBGene00008055,cyp-34A3,C41G6.1,Live,pseudogene,0.116609055,0.061227557,,0,0,0.699654331,0,0,0,no_change,
299,WBGene00009764,srz-17,F46B3.12,Live,pseudogene,0.113708978,0.061227557,,0.682253871,0,0,0,0,0,no_change,
328,WBGene00010618,,K07A1.14,Live,pseudogene,0.113708978,0.061227557,,0.682253871,0,0,0,0,0,no_change,
887,WBGene00021230,,Y19D10B.1,Live,pseudogene,0.113708978,0.061227557,,0.682253871,0,0,0,0,0,no_change,
1013,WBGene00023309,,H17B01.t1,Live,pseudogene,0.113708978,0.061227557,,0.682253871,0,0,0,0,0,no_change,
1014,WBGene00023310,,H17B01.t2,Live,pseudogene,0.113708978,0.061227557,,0.682253871,0,0,0,0,0,no_change,
1024,WBGene00023324,,K10B2.t1,Live,pseudogene,0.113708978,0.061227557,,0.682253871,0,0,0,0,0,no_change,
1231,WBGene00045290,,Y102A5C.37,Live,pseudogene,0.113708978,0.061227557,,0.682253871,0,0,0,0,0,no_change,
1156,WBGene00044712,,F22G12.8,Live,pseudogene,16.6152511,0.052829288,0.965718468,24.56113935,13.84126341,10.49481496,13.70838733,18.67141712,18.4144844,no_change,
1334,WBGene00077629,,K10G4.13,Live,pseudogene,4.560151389,0.048174466,0.987125631,0.682253871,6.228568536,6.296888976,0,13.06999199,1.083204965,no_change,
1364,WBGene00077781,,F40E3.7,Live,pseudogene,8.948427683,0.044525905,0.980711378,10.91606193,4.152379024,11.19446929,2.741677465,14.9371337,9.748844682,no_change,
1425,WBGene00235270,,F59E12.16,Live,pseudogene,177.1515409,0.034593967,0.940783428,154.1893748,196.5459405,174.2139283,175.4673578,184.8470295,177.6456142,no_change,
542,WBGene00014752,,F38E11.8,Live,pseudogene,43.08759746,0.026074191,0.976831899,53.21580193,51.21267463,23.78824724,50.72103311,37.34283425,42.24499362,no_change,
839,WBGene00020028,,R12C12.8,Live,pseudogene,464.1339075,0.025250778,0.946747974,506.2323722,417.3140919,456.1746236,468.8268466,491.0582703,445.1972405,no_change,
606,WBGene00014883,,Y39C12A.2,Live,pseudogene,19.31991585,0.024413678,0.986921902,25.92564709,12.45713707,18.89066693,35.64180705,18.67141712,4.332819859,no_change,
37,WBGene00005069,srb-4,C27D6.7,Live,pseudogene,0.911782158,0.018239178,,2.729015484,0,0,2.741677465,0,0,no_change,
640,WBGene00014941,,Y67H2A.9,Live,pseudogene,203.1078326,0.013276952,0.981763845,218.3212387,175.7840454,211.9952622,267.3135529,197.9170215,147.3158752,no_change,
271,WBGene00009047,,F22B8.4,Live,pseudogene,101.7613066,0.006014832,0.993498912,148.7313439,84.43170683,71.36474173,123.3754859,97.09136904,85.57319221,no_change,
711,WBGene00016230,,C29G2.2,Live,pseudogene,24.61744585,-0.00363632,0.997690207,30.70142419,15.91745293,27.2865189,37.01264578,20.53855884,16.24807447,no_change,
466,WBGene00013722,,Y106G6H.10,Live,pseudogene,1.835543245,-0.010074291,0.999019607,0,0,5.597234645,0,0,5.416024823,no_change,
138,WBGene00005852,srw-105,R11G11.10,Live,pseudogene,1.38217362,-0.013666142,,0.682253871,0,3.498271653,4.112516198,0,0,no_change,
25,WBGene00004041,plg-1,F44E2.11,Live,pseudogene,178.4609961,-0.013877219,0.986717423,172.6102293,93.42852805,271.4658803,238.5259395,188.5813129,106.1540865,no_change,
1410,WBGene00219303,,Y13C8A.4,Live,pseudogene,10.66774222,-0.014925742,0.993892484,6.140284838,22.14602146,3.498271653,5.48335493,22.40570055,4.332819859,no_change,
428,WBGene00013031,,Y49E10.7,Live,pseudogene,5.440451376,-0.014970694,0.994402354,4.093523226,5.536505366,6.996543307,5.48335493,1.867141712,8.665639717,no_change,
953,WBGene00023030,,F36H12.18,Live,pseudogene,9.576451021,-0.015034466,0.992678132,6.140284838,15.91745293,6.996543307,6.854193663,7.468566849,14.08166454,no_change,
743,WBGene00017494,irld-31,F15E11.5,Live,pseudogene,0.923382465,-0.0155576,,0,0,2.798617323,2.741677465,0,0,no_change,
846,WBGene00020164,,T02G5.4,Live,pseudogene,369.2509909,-0.015988038,0.974859124,413.4458458,355.0284066,344.929585,479.7935564,354.7569253,267.5516263,no_change,
3,WBGene00000374,cyp-31A1,C01F6.3,Live,pseudogene,183.1612956,-0.022194987,0.967607747,154.8716287,229.7649727,168.6166937,213.8508423,186.7141712,145.1494653,no_change,
1213,WBGene00045107,,Y7A9C.13,Live,pseudogene,1.846764929,-0.022328978,0.996949191,0,0,5.597234645,5.48335493,0,0,no_change,
580,WBGene00014829,,T01G1.t2,Live,pseudogene,1.110147375,-0.026890295,,3.411269355,0,0,0,0,3.249614894,no_change,
644,WBGene00014947,,Y71A12B.14,Live,pseudogene,54.75976195,-0.029515584,0.973130537,64.13186387,26.29840049,75.56266771,52.09187184,54.14710966,56.32665816,no_change,
799,WBGene00019095,,F59A7.8,Live,pseudogene,257.4758184,-0.030933723,0.95175162,287.2288797,226.3046568,266.5683,320.7762634,257.6655563,186.3112539,no_change,
574,WBGene00014820,,R09B3.6,Live,pseudogene,100.7732394,-0.031281069,0.961372146,126.89922,75.43488561,102.8491866,78.13780776,119.4970696,101.8212667,no_change,
785,WBGene00018658,bath-22,F52C6.1,Live,pseudogene,62.24624937,-0.034923548,0.961094862,62.76735612,47.06029561,79.06093937,53.46271057,67.21710164,63.90909292,no_change,
742,WBGene00017432,,F13H6.4,Live,pseudogene,16.34251931,-0.036197945,0.977316183,12.96282355,13.14920024,23.78824724,12.33754859,13.06999199,22.74730426,no_change,
422,WBGene00012898,,Y46G5A.6,Live,pseudogene,131.0407576,-0.03878891,0.942607171,155.5538826,132.8761288,109.8457299,148.0505831,125.0984947,114.8197263,no_change,
453,WBGene00013612,fbxa-207,Y102A5C.3,Live,pseudogene,100.5306374,-0.039311455,0.946688744,111.8896348,77.51107512,116.1426189,90.47535635,106.4270776,100.7380617,no_change,
270,WBGene00009020,,F21D9.6,Live,pseudogene,1.866443297,-0.042467079,0.993908758,0,0,5.597234645,0,5.601425137,0,no_change,
1380,WBGene00194676,,Y43F8B.21,Live,pseudogene,3.716964894,-0.046721606,0.988978063,1.364507742,5.536505366,4.197925984,0,11.20285027,0,no_change,
881,WBGene00021037,fbxa-203,W05F2.5,Live,pseudogene,176.5251905,-0.074409805,0.8852265,139.8620435,213.8475198,189.6063236,196.0299388,160.5741873,159.2311298,no_change,
204,WBGene00007198,,B0513.6,Live,pseudogene,15.27125977,-0.075467605,0.958343514,11.59831581,29.75871634,5.597234645,17.82090352,14.9371337,11.91525461,no_change,
501,WBGene00014665,,C04G2.3,Live,pseudogene,1085.549647,-0.075493656,0.892839477,983.127828,1338.450172,1019.39636,590.8314938,1424.629127,1156.862902,no_change,
1427,WBGene00235276,,D2096.16,Live,pseudogene,65.27219832,-0.077227066,0.917950634,81.18821064,64.36187488,55.27269212,87.73367889,59.74853479,43.32819859,no_change,
806,WBGene00019176,,H10D12.2,Live,pseudogene,108.6032923,-0.077572331,0.910231197,124.8524584,96.8888439,111.9446929,134.3421958,125.0984947,58.49306809,no_change,
1244,WBGene00045348,,C14A6.10,Live,pseudogene,41.49519216,-0.079421948,0.927829219,34.11269355,65.05393805,28.68582756,37.01264578,42.94425938,41.16178866,no_change,
610,WBGene00014888,,Y43F8B.8,Live,pseudogene,4.457372644,-0.082555431,0.974242833,10.23380806,2.768252683,0.699654331,8.225032396,3.734283425,1.083204965,no_change,
769,WBGene00018194,,F39E9.1,Live,pseudogene,63.83473097,-0.087182824,0.926037591,62.76735612,60.20949585,74.16335905,112.4087761,48.54568452,24.91371419,no_change,
1387,WBGene00194836,,C25H3.18,Live,pseudogene,50.33449072,-0.087183677,0.910958566,44.34650161,65.05393805,45.47753149,43.86683944,65.34995993,37.91217376,no_change,
449,WBGene00013510,,Y71A12B.13,Live,pseudogene,38.67854411,-0.089517,0.918500636,37.5239629,49.13648512,32.88375354,23.30425845,44.8114011,44.41140355,no_change,
737,WBGene00017370,,F10G7.6,Live,pseudogene,28.51489352,-0.094289822,0.932155513,15.00958516,22.14602146,51.07476614,34.27096832,28.00712568,20.58089433,no_change,
243,WBGene00008337,,C55A6.8,Live,pseudogene,1.523899646,-0.096037049,,3.411269355,0,1.399308661,0,0,4.332819859,no_change,
866,WBGene00020632,,T20F7.5,Live,pseudogene,152.9126188,-0.098288443,0.847447291,187.6198145,139.1046973,147.6270638,176.8381965,136.301345,129.9845958,no_change,
316,WBGene00010295,fbxa-193,F59A1.9,Live,pseudogene,154.1165693,-0.102248499,0.866447802,167.1521984,114.1904232,196.6028669,105.5545824,196.0498798,145.1494653,no_change,
917,WBGene00021889,,Y54G2A.24,Live,pseudogene,43.88405639,-0.10270196,0.894219218,46.39326322,44.9841061,44.77787716,30.15845212,50.41282623,46.57781348,no_change,
1139,WBGene00044515,,K10C9.9,Live,pseudogene,9.516084334,-0.106787001,0.962187224,22.51437774,0,6.996543307,10.96670986,11.20285027,5.416024823,no_change,
1248,WBGene00045410,,E01G4.7,Live,pseudogene,229.3695555,-0.107979943,0.809702406,206.040669,260.2157522,247.6776331,264.5718754,201.6513049,196.0600986,no_change,
1239,WBGene00045322,,C09F9.7,Live,pseudogene,72.84145578,-0.109466006,0.889320794,89.37525709,58.82536951,78.36128503,106.9254211,63.48281822,40.07858369,no_change,
855,WBGene00020371,oac-60,T08H10.4,Live,pseudogene,2.032930388,-0.110905618,0.981394253,0,0,6.296888976,0,3.734283425,2.166409929,no_change,
1275,WBGene00050970,,D2023.8,Live,pseudogene,36.49565934,-0.123256612,0.90848392,23.19663161,42.90791658,47.57649449,49.35019437,42.94425938,12.99845958,no_change,
462,WBGene00013652,sams-2,Y105C5B.12,Live,pseudogene,110.7010679,-0.124050998,0.855318073,100.9735729,157.7904029,88.15644566,146.6797444,70.95138507,99.65485675,no_change,
1423,WBGene00235259,,T05C7.6,Live,pseudogene,8.281112722,-0.126609537,0.948008409,7.50479258,8.996821219,9.795160629,8.225032396,0,15.16486951,no_change,
1394,WBGene00195253,,H16D19.5,Live,pseudogene,20.69092361,-0.132466975,0.918813755,27.29015484,13.84126341,23.08859291,10.96670986,39.20997596,9.748844682,no_change,
278,WBGene00009249,,F29C12.7,Live,pseudogene,46.21932552,-0.139638999,0.876945703,38.20621677,76.81901195,30.78479055,50.72103311,29.8742674,50.91063334,no_change,
930,WBGene00022214,cal-6,Y73B3A.12,Live,pseudogene,19.40474282,-0.144360652,0.916367766,21.83212387,33.91109537,5.597234645,23.30425845,11.20285027,20.58089433,no_change,
